"assignment.id","worker.id","trial.num","rule.id","rule.desc","polarity","string","time"
"30BXRYBRP4XMC2MD2PVE5QTYFIMHWN","57b9205",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaaa","1480618853432"
"30BXRYBRP4XMC2MD2PVE5QTYFIMHWN","57b9205",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","36039","1480618880410"
"30BXRYBRP4XMC2MD2PVE5QTYFIMHWN","57b9205",3,"consonants-only","The string contains only consonants","positive","wxyzzz","1480618896314"
"30BXRYBRP4XMC2MD2PVE5QTYFIMHWN","57b9205",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[aa34509]","1480618919603"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaajihg","1480619607026"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","nodpaje","1480619620136"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","33317","1480619640268"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","00000","1480619651611"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",3,"consonants-only","The string contains only consonants","positive","cbndjf","1480619671864"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",3,"consonants-only","The string contains only consonants","negative","aeiou","1480619680602"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[dj349d]","1480619699753"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","sjeowos","1480619720991"
"31EUONYN2V3JPU8VGSL83X7LKVYOV8","613ec1c",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[239485672]","1480619729315"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaa","1480616939432"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","abaa","1480616952516"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","33559","1480616972676"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","123","1480616981316"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",3,"consonants-only","The string contains only consonants","positive","bcdfghj","1480616998969"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[aaaab]","1480617030106"
"33SA9F9TRXUASSVBCON8KNWLN2UWEM","bcbceaf",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","[aaaab","1480617049280"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaa","1480622532022"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aa","1480622547990"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","44004","1480622572742"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","4404","1480622587364"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",3,"consonants-only","The string contains only consonants","positive","bcdfgh","1480622614604"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",3,"consonants-only","The string contains only consonants","negative","aeiou","1480622645369"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[qwerty]","1480622665771"
"35GCEFQ6I5OBCPKJYRQJ00M6DF8Z3O","d4ec1a2",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","qwerty]","1480622678834"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","a123aa123415","1480616953613"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","xczzadtaa","1480616971525"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","apple321","1480616985741"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","bbb5612a","1480616996117"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","79925","1480617014933"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","79915","1480617018973"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","11111","1480617028613"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","22222","1480617042188"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants","positive","dddgggbbb","1480617053949"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants","positive","wwwwtttthhh","1480617065284"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants","negative","aaadeert","1480617071563"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",3,"consonants-only","The string contains only consonants","negative","iart","1480617084138"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[12381]","1480617096569"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[arte189]","1480617107209"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","(125623)","1480617115826"
"37UEWGM5HT860VKD16INQ45A6EBR1V","4ba0325",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","(ttrya[","1480617123833"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaa","1480616944354"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaaaaa","1480616949833"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aaadaaaa","1480616953417"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aad","1480616960590"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","adddda","1480616967224"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","08817","1480616990405"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","11101","1480616996280"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants","negative","ddfefwewe","1480617140629"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants","positive","zdqwth","1480617148362"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants","negative","abcdef","1480617158209"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",3,"consonants-only","The string contains only consonants","positive","bcdfgh","1480617170749"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[48f3rfh3]","1480617188315"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","ddffdf33r3","1480617195772"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","[fr3rfdsf","1480617200449"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","dhfhg]","1480617208350"
"3BDCF01OGXUSN3038BS0IF7L77VLYX","1b43720",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[dfy43rfyhfrf4]","1480617215375"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaa","1480617122045"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","90210","1480617155982"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",3,"consonants-only","The string contains only consonants","positive","THGBVC","1480617171054"
"3H7XDTSHKCR8C6R2IJDWKQHX0I9WG3","d55958e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[gave]","1480617209086"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","AAA","1480617324138"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","AaAaA","1480617343527"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","Aa","1480617364503"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","43201","1480617411771"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","614","1480617420738"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",3,"consonants-only","The string contains only consonants","positive","RtnmJ","1480617446665"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",3,"consonants-only","The string contains only consonants","negative","RapiT","1480617456257"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","{Fsje2n}","1480617493945"
"3KKG4CDWKIYHOULAU713XHCJCDG491","f164eee",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","Fsje2n","1480617530960"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaiinasins","1480616824671"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aooninuibujn","1480616833898"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","00000","1480616854583"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","75228","1480616860819"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","75043","1480616866004"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",3,"consonants-only","The string contains only consonants","positive","plmnhgbv","1480616879347"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",3,"consonants-only","The string contains only consonants","negative","aeiou","1480616886328"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[kajsjs]","1480616900145"
"3LOTDFNYA7Z2Y6V77Z7E25HLZ39WF4","97bb05e",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","kasjasnj","1480616908455"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaaaaaa","1480616992767"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aabbbbbbb","1480617011297"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aaaaaab","1480617022433"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","80033","1480617043611"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","8003a","1480617053332"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","111111","1480617066993"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants","positive","bbbbb","1480617085361"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants","positive","mnbtrh","1480617094110"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",3,"consonants-only","The string contains only consonants","negative","rstmkp1","1480617105361"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[htrsprt]","1480617134755"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[hello]","1480617160779"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","ldkjfaks","1480617177781"
"3PW9OPU9PQKPWB3SMG3MPWX2UNW21U","45dc6aa",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","hello]","1480617184753"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaa","1480617940420"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaa","1480617942756"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaaa","1480617944038"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaaaaaa","1480617945856"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","f4t4t345t","1480617947732"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","greg54g5gg","1480617949506"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","gregret34","1480617952200"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","g43g55","1480617954395"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","aa","1480617961122"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","06320","1480617973988"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","28201","1480617977300"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","28079","1480617981051"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","33901","1480617984457"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","06370","1480617987129"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","654654643657","1480618003764"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","7437347457","1480618006178"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","4573474373","1480618007696"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","345734gbvdf","1480618009725"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","negative","dsdvdsvds","1480618012397"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","positive","vdfvdvdbfb","1480618027381"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","positive","dbdfbdfbdb","1480618029606"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","positive","dbdsbsbbf","1480618031085"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","negative","bbfdbdfe","1480618032741"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","negative","bdfbd45641d","1480618036561"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","negative","dfbdfbre416","1480618038934"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","negative","vvrevergreg","1480618042201"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",3,"consonants-only","The string contains only consonants","negative","liloilyrtre","1480618045138"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[few6ew9f6ew]","1480618069630"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[fewfewf8ew99]","1480618074121"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[wfewfew7f0]","1480618078941"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[fewfew78ew]","1480618084403"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","positive","[fewfew9898]","1480618088634"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","[fewfewewfewf","1480618094184"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","32423df23f]","1480618096519"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","fdsfdfd13515$","1480618099245"
"3QUO65DNQUOJCFJVB2B37B526OPOUJ","26e3c2f",4,"delimiters","The string must begin with <code>[</code> and end with <code>]</code>","negative","(*^*Y&FFD","1480618102035"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","17Fd4","1480616898573"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them","positive","aaa","1480616912558"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","bcb21","1480616924858"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",1,"3a","The string contains only <code>a</code>'s and has at least three of them","negative","zbzbb1","1480616941568"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","33428","1480616965720"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","06614","1480616972467"
"3TE3O857308DPG29KAI1VNFFYKPR2C","682f9ab",2,"zip-code","The string must be a valid US zip code (contains exactly 5 numbers)","positive","06484","1480616978369"
