"id","worker.id","accept.time","submit.time","ip","enjoy","fair_pay","gender","age","programming.experience","bugs","regex.experience","education"
"30LB5CDZNCAFVXLMF480Y2OZGVC0Z8","bd3faab",2017-05-09 20:30:09,2017-05-09 20:43:55,"75.5.248.133","it was ok","$1 is ok","female","61","no","no issues or sugesstions","no,no experience","some_college"
"30LSNF239UV0WHZQUNOSHVEOHFA2IB","abcc10c",2017-05-08 22:23:03,2017-05-08 22:32:26,"2600:8807:2300:900:e9d7:ed1b:4767:358","It was ok","1.50","Male","30","none","no","no","high_school"
"30X31N5D63QEVYXQCEBLRF3922OAS4","c120b77",2017-05-09 20:31:28,2017-05-09 20:39:40,"52.144.44.250","Very much","1.00","male","26","Yes not much","No","good","college"
"32N49TQG3GIUNQEU69GQ22NG15YAVN","035f5d1",2017-05-08 22:56:43,2017-05-08 23:03:13,"173.170.203.190","Well enough.","1.00","Male","37","None.","Not at all - very clear.","No.","college"
"32SVAV9L3F9ABHCBMZAKJ7VXAMP3A5","57dbbaa",2017-05-09 20:28:09,2017-05-09 20:32:12,"2602:306:306c:8f00:58db:2423:f663:7fd","eh, ok",".75","female","34","no","none","no","some_college"
"336YQZE83VEERX84XLOI7VOHIZ55MH","4dde0c8",2017-05-09 20:26:32,2017-05-09 20:30:57,"184.171.149.31","It was enjoyable, I love brain puzzles/games ",".50","f","22","None! Clueless","No, easy enough.","No.","college"
"338JKRMM26ZP5PJA1KZMN1W7TR7AHJ","9394aee",2017-05-09 20:27:27,2017-05-09 20:31:10,"75.128.183.238","It was one of the more interesting HITs I've done.","1.00","female","32","none","no","no","masters"
"33C7UALJVLY0IQ5H2XCNZNA5MDR81S","0415cca",2017-05-08 22:09:21,2017-05-08 22:21:50,"50.81.102.36","not so much","1.00","female","52","no","no","no","college"
"33ISQZVXPPMMHW5SZ6HCI5PFG14CCT","e5edfed",2017-05-08 22:40:42,2017-05-08 22:51:34,"72.23.189.173","I enjoyed it. I prefer logic type hits.","1.00","male","36","I've taken a few programming classes.","no issues","I know what they are but have not created them before","some_college"
"33JKGHPFYCUIHMEA1LK41CO39K5MNO","1509125",2017-05-09 20:58:33,2017-05-09 21:10:22,"2604:2000:de47:ba00:2854:a326:1565:7d7f","it was great","$1","male","37","no","no","no","high_school"
"34Q075JO1XDI010E7TZ8684N3GZ10K","857bda8",2017-05-09 20:30:05,2017-05-09 20:36:00,"2605:6000:3e8a:9800:1cdf:77b7:6c97:289b","moderately","1.00","female","36","no","no issues","no","college"
"34S9DKFK73PIB33OKO8FV7BAIUJNYF","66e0a0e",2017-05-09 20:37:16,2017-05-09 20:42:57,"2607:fcc8:9a86:400:78aa:f5cb:ca46:5f6a","some enjoyment, it was interesting but a bit hard to understand.","1.00","Male","32","none","none.","no.","college"
"34T446B1C0E2N4ACNQOSN4NE7C60CN","f37d51f",2017-05-08 22:08:26,2017-05-08 22:17:24,"108.185.69.253","It made me think a bit.","1.00","male","29","none","none","no experience.","college"
"34T446B1C0E2N4ACNQOSN4NE7DQ0C9","d8431da",2017-05-09 20:25:46,2017-05-09 20:38:24,"2601:580:8300:ac80:b4a9:3840:8d61:1f99","It was much more enjoyable than I had anticipated. I thought it would've taken longer, but it's almost perfect with time duration and pay.","$1.50","Male","25","Only a little. I know basic languages and can do basic functions (i.e., ""Hello World"" and stuff in that ball park), but I'm not advanced nor even intermediate yet really.","I didn't quite understand the last password rule, but I don't think that counts as a difficulty with the study overall.","I'm not sure what this is. I might know what it is and have used/done it before, but it's likely I forgot.","high_school"
"34Z02EIMISDJ9LCN9CJICENIVZQ0TS","c1f836c",2017-05-09 20:35:46,2017-05-09 20:44:01,"50.5.226.234","Enjoyed it. Enjoy brain teasers","$1","Male","40","No","None","No","some_college"
"3570Y55XZPJC1BM2XKVK5N2DHIXGY0","1a25976",2017-05-09 20:53:02,2017-05-09 20:59:21,"99.157.98.29","Pretty engaging.","1.00","Male","46","No","No.","No","masters"
"369J354OFDAAIRCWR10SMWIKI7KG6E","91698b3",2017-05-08 22:08:33,2017-05-08 22:18:29,"64.183.114.58","I liked it since I used my counting and eyeballing skills. Really, it wasn't boring or tedious. ","1.00","female","38","Yes, I started programming as a child, age 12. I have worked as a software developer for a long time since dropping out of college.","The description on the mturk page and instructions at the beginning were clear to me. I focused on the simplest rules since there were few examples to demonstrate it. I think that was the point.","Yes, it's a way of using templates  to search for matches in a fuzzy way, with rules governing an order and quantity (0 or 1 or more) of one or more elements to match a target string.","some_college"
"369J354OFDAAIRCWR10SMWIKI846GQ","dfbf687",2017-05-09 20:34:50,2017-05-09 20:44:40,"66.58.148.49","Last one bugged me","1.00","Male","26","no","nope","no","some_college"
"36AHBNMV1RC9PRCBVUUCZ2ZG4QGYD7","a31a0cd",2017-05-09 20:31:50,2017-05-09 20:45:51,"2001:558:6011:46:88a1:6436:2b54:44fd","It was fun","1.00","female","35","no","no problems","no","college"
"36AHBNMV1RC9PRCBVUUCZ2ZG4QHDYN","a10ec76",2017-05-09 20:37:33,2017-05-09 20:47:06,"71.223.224.67","very much","1.10","male","64","no","no","no","college"
"36TFCYNS44A112R3CUR07975UCFXH9","2180056",2017-05-09 20:25:28,2017-05-09 20:47:06,"67.11.47.92","I enjoyed the hit very much.  I enjoy quick, fun games like this.","1.00","Male","34","No major experience other than a one or two courses in high school of GWBASIC.","No issues encountered.  Instructions were easy to understand.","I have heard the term but am unsure of its exact definition..","high_school"
"37UQDCYH6XVC4OGWZ646SBLQ0YBV72","0cbb6f0",2017-05-09 20:26:09,2017-05-09 20:40:38,"2602:306:bdee:6c40:c9fa:2684:a463:52ce","it was ok","2.00","f","36","no","no","no","some_college"
"388U7OUMF716T6ZV5NENCZM07ET0RF","0213552",2017-05-09 20:28:49,2017-05-09 20:32:51,"70.172.209.14","It was fun","1.00","female","35","no","no","no","college"
"3907X2AHF05SD3MU7IECQSF03T5P2A","b6aca08",2017-05-08 22:31:21,2017-05-08 22:41:23,"2601:5c2:8400:63ed:34fd:1e67:e5b:236c","Not much since I'm not sure that I understood it properly.","1.00","Male","46","Yes... Quite a bit. Technically none of them were strings since they weren't declared first.","I'm not sure that I did it right. They were all strings.","Quite a bit... grep is great","college"
"39DD6S19JPBEMN0GNB7FJRQ3AV3EZN","f8c3fa4",2017-05-08 22:41:03,2017-05-08 22:49:09,"2601:18a:8480:6960:9412:8684:8e78:5b8e","It was OK, it was never really clear if I was getting the right answers though.","2.50","Male","27","Minimal/None.","No comments.","I do not know.","college"
"39L1G8WVWQREHTZBQGHR862U6SJ13F","36e753b",2017-05-09 20:30:22,2017-05-09 20:33:54,"24.146.194.252","very interested ","1.50","male","34","no","no","no","masters"
"39LOEL67OS5WSTJWP1Q6NGP2KX583K","fcba7f9",2017-05-08 22:26:30,2017-05-08 22:47:01,"2605:e000:881a:a900:246e:1b79:80c6:7bc2","It was fine","1.00","Male","22","I know a few programming languages","none","Extensive experience","some_college"
"39LOEL67OS5WSTJWP1Q6NGP2KYP836","2333005",2017-05-09 20:26:56,2017-05-09 20:33:09,"98.67.238.146","Meh. Boring like networking class. ","1.00","female","35","a little","no","I'm sure i've done it but I don't remember. ","some_college"
"39O5D9O87TSY4W996D6BP2LLAORC3V","502c5c6",2017-05-08 22:37:46,2017-05-08 23:04:19,"24.38.193.69","It was problem solving, so it was much more of a task that i was trying to uncover the real solution.","1.00","male","27","No i don't have any knowledge in computer programming.","I think i might have gotten the first wrong. But it got easier as i progressed","No, i don't know what a regular expression is. But, my guess is how a person would express themselves often when they're alone or with someone else.","high_school"
"39O5D9O87TSY4W996D6BP2LLAPA3C7","c5aab9c",2017-05-09 20:29:26,2017-05-09 20:37:13,"97.118.229.177","it was ok",".75","female","66","no","no","no","some_college"
"39ZSFO5CA8W5B4SYVPJYZFOGDLKJUO","0f52170",2017-05-08 23:07:28,2017-05-08 23:14:50,"70.185.200.216","I really enjoyed it. Feel free to contact me for other surey's.","2.00","male","46","none","none","I am sorry, but I do not.","high_school"
"39ZSFO5CA8W5B4SYVPJYZFOGDM3JU9","44984cb",2017-05-09 20:49:15,2017-05-09 20:54:19,"139.52.243.74","a lot, had me thinking all the time.","3.00","Female","23","No","None","It is a mathematical procedure i believe, have not seen them since high school.","college"
"3A7Y0R2P2OOXS8MT0UULJMNK74JXJE","be1219d",2017-05-09 20:25:31,2017-05-09 20:52:28,"99.106.119.81","It was alright.","1.50","male","32","A fair amount. I've been programming on and off since I was 12, but have never fully mastered a language.","no","no.","some_college"
"3AUQQEL7U5TYMDGCE7JXDWB3SK60V8","03858a2",2017-05-09 20:29:32,2017-05-09 20:35:14,"24.196.74.10","medium","2.00","male","59","no","no","no","masters"
"3C5W7UE9CFQNTGSE3R7DZEF1BXUXMW","2759037",2017-05-08 22:10:19,2017-05-08 22:14:56,"24.17.160.136","A lot! 8/10","$1","male","23","not really. I've tweaked some code. and know how it generally works.","no issues. I'm not sure how to make it more clear.","Yes, I love regex. I have pretty decent experience.","college"
"3C8HJ7UOP7UCYBST49VYWZVCJYDMZ5","e0df94a",2017-05-09 21:03:04,2017-05-09 21:14:39,"2601:405:4300:20be:594a:169f:62a1:e016","it was just ok","$2","male","23","I took a programming class my last year of college","no issues","i don't know what a regular expression is","college"
"3D4CH1LGEATX0AEUP834669M88SG9P","650feb5",2017-05-08 22:08:51,2017-05-08 22:13:08,"70.44.96.77","It was okay","1.00","Male","27","No","No","No","some_college"
"3DBQWDE4Y6YK9FT49M3IKADHNOV5NV","ea12e4d",2017-05-08 22:47:34,2017-05-08 23:02:01,"173.189.239.165","it was different ","1.00","male","29","no","no","no idea","some_college"
"3DBQWDE4Y6YK9FT49M3IKADHNPF5NH","fdce00c",2017-05-09 20:26:27,2017-05-09 20:48:57,"2602:304:b281:4150:2124:b463:1dee:6969","very much!","1.00","24","24","n/a","n/a","n/a","college"
"3E47SOBEYQWDUZRSRGDYT8NAT77CIG","0ff4904",2017-05-09 20:50:52,2017-05-09 20:59:19,"67.171.21.236","Kinda odd, but definitely different than a typical HIT. ","$1","Female","36","No","No issues ","No","some_college"
"3EF8EXOTT1VP2710T19EODJJ2OLJ1N","3583cc2",2017-05-08 22:10:28,2017-05-08 22:19:28,"173.216.247.111","The hit was more enjoyable than most.","$1","Male","29","Yes, I work as a programmer.","Everything was clear and I didn't have any issues.","Yes, I use regular expressions while programming all the time.","some_college"
"3EWIJTFFVO7HK2UQJHUNDSNHSP30E2","1e758d4",2017-05-09 20:25:53,2017-05-09 20:39:41,"129.137.96.20","somewhat","1.00","male","26","no","No","no","college"
"3F0BG9B9MPNT8IB14HRQZAPKIFE7YO","78870d5",2017-05-09 20:25:26,2017-05-09 20:44:41,"2601:5c0:8200:9360:c523:f46:6027:d6c7"," It was interesting","$2","male","31","no","no loading in chrome","no","some_college"
"3F6HPJW4JD0IXCJVJ4S7IMNWWRS2W4","03f1201",2017-05-09 20:25:33,2017-05-09 20:38:32,"2601:588:8503:e80c:dcc5:3a52:1af6:5dca","10/10 Loved it and would gladly do another if I could.","$1","Male","34","No","No","No","high_school"
"3FDJT1UU748J1981C9B2SIWDTUA5KC","406a9c3",2017-05-09 20:25:19,2017-05-09 20:35:24,"24.238.100.246","It was fine. ","1.00","Female","38","No","None. Thanks.","No","college"
"3FK0YFF9PZGEFEHSH47MYP1TMGIVVU","fbc7e59",2017-05-09 20:31:13,2017-05-09 20:41:23,"47.199.168.218","This was fun, I enjoyed it.","$1","Female","38","Yes, I program web pages.","More examples","Not in this context.","college"
"3G5F9DBFOPX9XDM8CFQIJOAKE17VH4","432d9f4",2017-05-09 20:26:54,2017-05-09 20:51:26,"108.233.83.148","I enjoyed it quite a bit, although I'm not sure I figured out the rules correctly.","75 cents","Female","42","No","The instructions were clear, but I did have to switch my browser from IE to Chrome.","No","college"
"3HPZF4IVNMTZKZ6XVYZ1FWHYJQ4YC7","1786fea",2017-05-09 20:35:09,2017-05-09 20:40:32,"50.88.101.61","It was a nice experience for sure","0.15","Male","18","Somewhat.","No.","a type of search pattern","high_school"
"3I3WADAZ9Q42R0TGA13VZZDMDY05OA","2c47a32",2017-05-08 22:08:41,2017-05-08 22:16:41,"107.13.131.218","It was interesting.","1.00","female","30","No, I do not.","I did not encounter any issues and everything was clear.","No, I do not.","some_college"
"3IO1LGZLK9XVPC6E83O4UJ1MUPR86C","3f96ed6",2017-05-09 20:27:15,2017-05-09 20:33:13,"64.150.5.34","a little","1.0","male","27","no","no","no","masters"
"3IQ1VMJRYTKWQJ1R38BUAKYJAEZA9T","82bb3fc",2017-05-09 20:27:42,2017-05-09 20:30:57,"2601:500:c000:7871:a584:571a:78c3:7be2","I enjoyed it a lot","1.00","Male","26","Mild HTML expereicen","No issues","A regular expression is one that looks for a pattern.","college"
"3JMSRU9HQIUXD3V6MEICYLD7MLFVEO","be64ae7",2017-05-09 20:26:44,2017-05-09 20:32:54,"2602:304:ce31:d3ab:92f:c5b8:a904:39af","I really enjoyed it","1.00","Female","37","no","no","no","some_college"
"3K5TEWLKGVB9T8XSIX83J0BZEENIVL","a4e8a7a",2017-05-09 20:39:44,2017-05-09 20:44:12,"2601:603:1c80:6ee0:fca2:8f79:c789:bd92","It was enjoyable.","1.00","Female","36","No.","No","No.","some_college"
"3KAKFY4PGU2PHZV9YN2X05JGNUU3I9","bdad395",2017-05-09 20:30:28,2017-05-09 20:46:30,"68.42.175.49","Moderately","1.50","Male","25","Moderate experience.","My adblocker was initially not allowing the data from the server to be sent. Good idea to let Turkers know for future studies that if they experience issues, and have an ad-blocking software, try disabling it and refreshing the page to see if they resolved the issue.","Moderate experience.","high_school"
"3KB8R4ZV1E7GO3TRNSH0XC4CW8VGBZ","5677665",2017-05-08 23:06:18,2017-05-08 23:17:54,"173.239.212.7","I enjoyed the study","1.00","female","27","no","no","none","college"
"3L2IS5HSFAI1UUJJANBQSM5XM68NUH","98ff766",2017-05-09 20:35:25,2017-05-09 20:40:05,"47.50.205.70","very much","1.00","female","41","no","no","no","some_college"
"3L70J4KAZGM8T9E8FOGWWGH91ZEDAD","286c846",2017-05-09 20:31:34,2017-05-09 20:48:44,"2601:406:4e03:4e40:a5b1:ceb2:1e3b:3945","I enjoyed it moderately","2.00","female","28","no","no; none","no","some_college"
"3LPW2N6LKT2X45DD6NF4Y55BVKO5UN","2c09c38",2017-05-08 22:09:07,2017-05-08 22:19:25,"2601:800:8100:a180:c958:d9a0:39e3:93ef","it was interesting","$1","female","33","no","no","no","some_college"
"3LPW2N6LKT2X45DD6NF4Y55BVL85U9","854bb5e",2017-05-09 20:28:32,2017-05-09 20:31:23,"2602:306:8beb:9dd0:e4ec:c358:9638:6714","it was very interesting!","1.00","male","23","none","no","none","some_college"
"3LPW2N6LKT2X45DD6NF4Y55BVL9U5Z","0d9ea57",2017-05-09 21:25:41,2017-05-09 21:31:36,"71.163.72.50","It was fun, nice change of pace from typical mturk stuff","1.00","female","57","some. I was in IT, but did very little actual programming, mostly systems stuff","no problems, but thanks for asking!","yes, a little","college"
"3LRKMWOKB5HMR7O0URCEHQHEDTW2ZU","a921b74",2017-05-09 20:26:00,2017-05-09 20:32:37,"47.37.190.182","I enjoyed the hit so much","1.50","male","43","Yes, several years","This is awesome","Regular facial or emotional point of view","college"
"3LS2AMNW5FQRKMCEUTRYXA8D9V8OQT","1c7f2c6",2017-05-09 21:21:55,2017-05-09 21:29:04,"172.76.65.219","It was fun and interesting.","1.00","female","30","no","no","no","some_college"
"3M1CVSFP6052IIIDKAMGWFO8KE3AQF","9d0a129",2017-05-09 20:32:34,2017-05-09 20:51:08,"75.167.91.171","It was fun","1 dollar","Male","26","No","None","No","some_college"
"3M23Y66PO27D8WLNM1U9BA1N6JY6SA","aad42f6",2017-05-09 20:38:40,2017-05-09 20:43:33,"2601:40a:8203:3abe:1151:6fdb:1c62:32bb","I really enjoyed","0.50","Male","30","beginners level","No Issue","I know at basic level.","masters"
"3M81GAB8A0J71SN5QOMCRQ8E2WNQBP","7eeb934",2017-05-09 20:25:29,2017-05-09 20:46:04,"173.80.101.154","The hit was fairly enjoyable, much better than most surveys on mturk.","$1.00 is fine","Male","52","No programming experience","No problems; no suggestions for improvement.","No knowledge of that term/concept.","college"
"3MAOD8E57QATBYDEFSMDCT41GOOXNI","75be469",2017-05-09 20:25:51,2017-05-09 20:43:32,"2601:204:c702:bef0:88a7:b30b:71d4:d42b","It was interesting. I wish I could've known what the definitions of the various strings were.","$1","female","50","Just a tiny bit. I was a new media intern and that's how I got pulled into graphic designing.","no","no","some_college"
"3MTMREQS4VI72FEZWJLMO46U8E0AWX","5858f72",2017-05-08 22:08:29,2017-05-08 22:20:07,"76.175.58.52","It was interesting but frustrating because I didn't understand all of the rules. ","$1","female","31","no","No","no","college"
"3NKQQ8O39Y5S8IS6LTXNWHT381MDU3","94ebc31",2017-05-08 22:08:25,2017-05-08 22:21:32,"76.122.112.101","A lot.","1.00","Male","23","Some Java, C#, Python, and JavaScript.","No.","Yes. I occasionally use Regex but need to look up information every time. ","some_college"
"3O6CYIULED1RHOSX2O2DO5IOFHSUWT","3dce62b",2017-05-08 23:00:58,2017-05-08 23:17:33,"2604:6000:7644:700:a4f3:4c5e:c4f8:67f7","It was kind of fun","$1","female","38","I have an associates' in computer science and have written programs in java.","n/a","Yes, no.","masters"
"3OS46CRSLFZT0O2RGWZEMXLU5NRV63","3f44df5",2017-05-09 20:26:08,2017-05-09 20:30:58,"69.146.184.48","I enjoyed it somewhat. It was different than normal survey HITs.","1.00","Female","37","None","No","I don't know.","high_school"
"3OSWBBLG1EXKPMM1QY8AGOS72J3DXV","e579a85",2017-05-08 22:08:34,2017-05-08 22:24:35,"67.82.127.66","Twas fun.","1.00","Male","27","2 classes one in Fortrana nd one in Python","N/a","No","college"
"3OSWBBLG1EXKPMM1QY8AGOS72KMXD0","7abb6d7",2017-05-09 20:25:25,2017-05-09 20:52:17,"68.35.27.130","It was fairly fun.","1.25","male","38","A have small bit of experience with programming languages.","no","I don't know.","college"
"3OXV7EAXLEQ9OF08WMT832TBE2G36U","4ad1f69",2017-05-08 22:39:47,2017-05-08 22:47:22,"73.194.189.44","It was interesting.","1.00","male","44","none","no problems","none","college"
"3P59JYT76LKQ5VF1OZNWV2GXSXA2TE","6bc93ab",2017-05-09 20:25:31,2017-05-09 20:37:56,"2600:1015:b10c:40ff:a506:1aad:46ea:a0e6","It was fun","1.15","Female","26","Not much","No, everything was fine. ","I don't know. ","some_college"
"3PXX5PX6LXYFECGO1SPQ1QT9YE2AB3","30bd28a",2017-05-09 20:25:45,2017-05-09 20:35:15,"184.155.9.64","It was pretty entertaining, actually. Thank you","1.00","Female","28","No programming experience","No issues at all. Everything was very smooth.","I do not know what it is without looking it up.","college"
"3QXNC7EIPIV0P639B6E1LEM61SN09S","3c469df",2017-05-09 20:25:29,2017-05-09 20:37:24,"50.102.22.131","It was alright. Figuring out the rules was fun, but the examples didn't always make it very clear.","1.10","male","30","I know a tiny amount of html and used to play around with game-making software as a kid (ZZT, specifically) that involved programming in a language specific to that software.","In several cases, I figured out the rule only after seeing the examples I was supposed to mark as matching or not matching the rule. I rewrote my guess in these cases to reflect my new understanding of the rule. I am not sure if this is what you wanted or not, but as it was possible to edit the text in the box, it seemed that made more sense than giving you responses that matched a rule other than the one I described. I could make a few other comments, but as the examples were made by other workers, I don't guess you want comments on what would have made the examples clearer to me, as you didn't make them.","No idea","college"
"3RRCEFRB7MC0CN07SRFZON7963MB47","d6f61bf",2017-05-08 22:25:24,2017-05-08 22:31:32,"160.3.214.8","Quite a bit","0.75","male","20","no","It was difficult, but it was clear in instructions.","no","some_college"
"3RU7GD8VPOTLI23S1XTIHAS41ONSP1","6b7a3f1",2017-05-09 20:25:28,2017-05-09 20:33:19,"67.170.98.224","It was very interesting!","1.00","Female","27","None","No issues.","No, I have never heard this term before.","college"
"3S0TNUHWKTIUALLTIQWI0PBEBBE8D4","68f310d",2017-05-09 20:29:29,2017-05-09 20:37:05,"2601:283:400:d7e5:a54b:7d39:282a:413f","Very much","1.00","male","31","No","no it was very clear and no issues for me","No","some_college"
"3S3AMIZX3U5WMOB6Z2CN2B7X12ZDCF","63ac9ca",2017-05-09 20:31:50,2017-05-09 20:44:34,"199.244.49.224","very enjoy","10","Male","26","12","Nothing like that","A lot","college"
"3SB5N7Y3O34F4GQHPCKBDV8T54Y0GX","42afd8e",2017-05-08 22:08:35,2017-05-08 22:21:15,"184.183.173.159","It was alright","2.00","male","37","Yes. It's been a hobby of mine for 4 years.","none","I know what a regular expression is and I have a small amount of experience creating them.","some_college"
"3SEPORI8WNZBWAJ4765TN80CPG4AZN","6f6e725",2017-05-08 22:09:12,2017-05-08 22:17:45,"2605:e000:254d:3100:d86c:b7b6:48fa:feb1","A lot.","1.00","female","47","No","No","no","some_college"
"3SPJ0334213MSDC35QGN20UT9ADYJL","dd7fd96",2017-05-09 20:33:28,2017-05-09 20:37:32,"72.152.73.140","very much.","$1.00","female","30","no","none","no","college"
"3TAYZSBPLL8PQV2MZZI6LXKBQEW2SP","2b98b76",2017-05-09 20:25:30,2017-05-09 20:31:13,"73.25.38.146","8/10 more fun than most, but I want to know if I was right or not","1.00","male","35","None","nope","No idea and No experience","some_college"
"3TEM0PF1Q5XCSWGQNMJ37A5WSCI0DN","aaccdf0",2017-05-08 22:08:27,2017-05-08 22:37:18,"2001:48f8:2c:94:845e:f565:9f5e:43a9","It was pretty interesting trying to figure out the string rules.","1.50","male","26","College programming class.","no","I don't remember. ","college"
"3TK8OJTYM1L1AUKWVSYNSXCB0SHVP9","d615417",2017-05-09 20:29:21,2017-05-09 20:37:52,"173.20.37.201","I enjoyed it quite a bit. It felt like a game.",".75","Female","37","No.","Nope. Everything loaded well and was pretty straight-forward.","No.","some_college"
"3TY7ZAOG5FKK62M0F35QBN0MCLF0K0","06e9e64",2017-05-08 22:09:00,2017-05-08 22:22:18,"205.153.204.1","Very much","1.00","Male","43","no","no","no","some_college"
"3UJ1CZ6IZHPHPSL9HIK4J4NNAON5ST","1c6d479",2017-05-09 20:28:35,2017-05-09 20:33:20,"23.240.208.170","The hit was fun","1.50","male","29","no","no","no experience with a regular expression","college"
"3UWN2HHPUY5LFHRFLIGQDLN919MSN5","8559160",2017-05-09 20:40:03,2017-05-09 21:05:43,"192.34.83.144","It was interesting.","1.50","male","28","I've worked through some introductory courses.","In truth, ""I don't know"" would be the correct answer when guessing each rule, so the question itself is a bit confusing.","Yes, I've used them, but not so often that I don't need a cheat sheet with me when writing them.","college"
"3VSOLARPKB9W6Y26UTWKNCKD44739Q","0fe2752",2017-05-09 20:27:52,2017-05-09 20:34:03,"159.178.204.160","I enjoyed it a great deal :)","1.00","Female","41","No programming experience","No issues or problems","No experience with regular expressions","some_college"
"3WJ1OXY92AGWCEIHYG5GAO38Q8H8A2","b00e384",2017-05-09 20:28:25,2017-05-09 20:39:40,"65.88.88.203","Somewhat.","1.50","Male","53","Very little","No problems","No","some_college"
"3WJ1OXY92AGWCEIHYG5GAO38Q8HA84","32f14fc",2017-05-09 20:25:26,2017-05-09 20:38:09,"2601:584:301:3af8:8c98:81de:5cd:4beb","was fun, easy, and paid well. Thanks :)","1.00 but higher is always better","male","34","no","everything worked fine","no","college"
"3WT783CTPBH37RDML6LH7LJXYG4CBM","bf8280a",2017-05-08 22:40:40,2017-05-08 22:45:47,"50.24.5.51","it was ok","$1","female","27","none","no","no","college"
"3X4JMASXCM9JDZI69QSXCKHWPSQ0B2","88a4635",2017-05-09 20:25:33,2017-05-09 20:35:47,"174.49.33.44","Very much.","1.50","Female","35","No","No","No","college"
"3X87C8JFV6B6IE471A87HFIE6KASQT","054ad9d",2017-05-09 20:58:26,2017-05-09 21:02:19,"67.198.44.90","I liked it","1.00","female","31","none","none","none","some_college"
"3Y9N9SS8LYB89OFN691M9833VPM3D7","77264b9",2017-05-09 20:29:30,2017-05-09 20:38:33,"50.137.142.118","It was interesting, so quite a bit :)","1.00","Female","32","No","No","No","some_college"
"3Z7EFSHGN9EAKUGNQ2DZWIAPHKBCXG","d62d742",2017-05-09 20:30:49,2017-05-09 20:39:11,"2601:283:400:d7e5:3903:42b:402d:7b77","very much","1.00","female","58","15 years","no","yes, 15 years","some_college"
"3Z7ISHFUH0VXDMQPA8LFRHUHZS58ZI","484fede",2017-05-08 22:40:46,2017-05-08 22:43:45,"73.97.189.138","a little","1.50","female","30","no","no","no","college"
"3ZOTGHDK5IB3X2RRMXG3SANERJRSOK","f22e36f",2017-05-09 20:25:26,2017-05-09 20:32:06,"2605:a000:bd89:3b00:e4cb:2036:be3c:8b35","I enjoyed it a lot.  Thanks","1.00","female","65","no","It might be nice let the survey taker know if they answered the questions correctly.","no","some_college"
