"assignment.id","worker.id","trial.num","rule.id","polarity","string","time","correct","seq.id"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","positive","236778",1494280704235,FALSE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","erqew",1494280719269,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","positive","56789",1494280705465,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","abcde",1494280710961,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","-12541",1494280711249,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","positive","238",1494280706301,FALSE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","9076.2",1494280707261,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","positive","31708",1494280707966,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","dskfjlmxF",1494280708638,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",1,"zip-code","negative","nfas10583vns",1494280709038,TRUE,"ecba21d"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","psss7",1494280732129,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","store",1494280733105,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","past",1494280733537,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","negative","ring",1494280734288,TRUE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","yr321a",1494280734997,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","35r6u",1494280735540,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","breaks",1494280736196,TRUE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",2,"suffix-s","positive","12berba32",1494280736740,FALSE,"9eabb06"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","gnro[34r3]",1494280748080,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","xccg3]",1494280749224,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[[qoo_w3]",1494280749769,TRUE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","(fdfm3t)",1494280750152,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[4939k4k3",1494280750528,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","{0thg1!@}",1494280751036,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[mna_8%234]",1494280751596,TRUE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[]",1494280752141,TRUE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","xyzsf",1494280752620,FALSE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[fbndofb]]",1494280753004,TRUE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",3,"delimiters","positive","[[223768]]",1494280753648,TRUE,"76aae7a"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","aaabc",1494280768139,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","positive","aaaa",1494280769244,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","DASASA",1494280769788,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","bbb",1494280771351,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","AAAAA",1494280772743,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","AAA",1494280773356,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","b93kgw;_mfo",1494280773979,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","negative","alpaca",1494280774604,TRUE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","positive","a",1494280775435,FALSE,"d2f7661"
"3B1NLC6UGZWISXU16XX7N7Z21NTPG5","8a010f8",4,"3a","positive","aaaaaaaaaaaaaa",1494280775903,TRUE,"d2f7661"
